Function,Basis,System,BasFunc,Input,Reference,RelVal
b3lyp,def2-sv_p,Cl,18,-101.53171,-104.11151,10.44
b3lyp,def2-sv_p,Mg,18,-46.8245,-48.1327,2.67
b3lyp,def2-sv_p,Na,15,-38.4593,-39.6027,1.89
b3lyp,def2-sv_p,P,18,-77.0864,-79.1125,6.50
b3lyp,def2-sv_p,S,18,-88.8948,-91.1921,8.29
b3lyp,def2-sv_p,Si,18,-66.1477,-67.9264,4.97
b3lyp,def2-svpd,Al,24,-56.0437,-57.5780,3.61
b3lyp,def2-svpd,Ar,27,-115.07525,-117.92785,12.98
b3lyp,def2-svpd,Cl,27,-101.56301,-104.11151,10.44
b3lyp,def2-svpd,Mg,21,-46.8240,-48.1327,2.67
b3lyp,def2-svpd,Na,18,-38.4658,-39.6027,1.89
b3lyp,def2-svpd,P,24,-77.0896,-79.1125,6.50
b3lyp,def2-svpd,S,27,-88.9240,-91.1921,8.29
b3lyp,def2-svpd,Si,24,-66.1502,-67.9264,4.97
b3lyp,def2-tzvp,Al,37,-56.0439,-57.5780,3.61
b3lyp,def2-tzvp,Ar,37,-115.07988,-117.92785,12.98
b3lyp,def2-tzvp,Cl,37,-101.56787,-104.11151,10.44
b3lyp,def2-tzvp,Mg,32,-46.8205,-48.1327,2.67
b3lyp,def2-tzvp,Na,32,-38.4889,-39.6027,1.89
b3lyp,def2-tzvp,P,37,-77.1130,-79.1125,6.50
b3lyp,def2-tzvp,S,37,-88.9266,-91.1921,8.29
b3lyp,def2-tzvp,Si,37,-66.1689,-67.9264,4.97
b3lyp,def2-tzvpd,Al,43,-56.0442,-57.5780,3.61
b3lyp,def2-tzvpd,Ar,46,-115.08467,-117.92785,12.98
b3lyp,def2-tzvpd,Cl,46,-101.57196,-104.11151,10.44
b3lyp,def2-tzvpd,Mg,35,-46.8205,-48.1327,2.67
b3lyp,def2-tzvpd,Na,35,-38.4888,-39.6027,1.89
b3lyp,def2-tzvpd,P,43,-77.1134,-79.1125,6.50
b3lyp,def2-tzvpd,S,46,-88.9308,-91.1921,8.29
b3lyp,def2-tzvpd,Si,43,-66.1692,-67.9264,4.97
bhhlyp,631G,Al,13,-56.9932,-57.5780,3.61
bhhlyp,631G,Ar,13,-116.43324,-117.92785,12.98
bhhlyp,631G,Cl,13,-102.83586,-104.11151,10.44
bhhlyp,631G,Mg,13,-47.6619,-48.1327,2.67
bhhlyp,631G,Na,13,-39.2709,-39.6027,1.89
bhhlyp,631G,P,13,-78.2182,-79.1125,6.50
bhhlyp,631G,S,13,-90.1146,-91.1921,8.29
bhhlyp,631G,Si,13,-67.1892,-67.9264,4.97
bhhlyp,aug-cc-pvdz,Al,27,-57.0089,-57.5780,3.61
bhhlyp,aug-cc-pvdz,Ar,27,-116.45208,-117.92785,12.98
bhhlyp,aug-cc-pvdz,Cl,27,-102.85625,-104.11151,10.44
bhhlyp,aug-cc-pvdz,Mg,27,-47.6738,-48.1327,2.67
bhhlyp,aug-cc-pvdz,Na,27,-39.2537,-39.6027,1.89
bhhlyp,aug-cc-pvdz,P,27,-78.2425,-79.1125,6.50
bhhlyp,aug-cc-pvdz,S,27,-90.1381,-91.1921,8.29
bhhlyp,aug-cc-pvdz,Si,27,-67.2147,-67.9264,4.97
bhhlyp,aug-cc-pvtz,Al,50,-57.0073,-57.5780,3.61
bhhlyp,aug-cc-pvtz,Ar,50,-116.46055,-117.92785,12.98
bhhlyp,aug-cc-pvtz,Cl,50,-102.86318,-104.11151,10.44
bhhlyp,aug-cc-pvtz,Mg,50,-47.6814,-48.1327,2.67
bhhlyp,aug-cc-pvtz,Na,50,-39.2629,-39.6027,1.89
bhhlyp,aug-cc-pvtz,P,50,-78.2411,-79.1125,6.50
bhhlyp,aug-cc-pvtz,S,50,-90.1399,-91.1921,8.29
bhhlyp,aug-cc-pvtz,Si,50,-67.2115,-67.9264,4.97
bhhlyp,def2-sv_p,Al,18,-56.9755,-57.5780,3.61
bhhlyp,def2-sv_p,Ar,18,-116.38435,-117.92785,12.98
bhhlyp,def2-sv_p,Cl,18,-102.79582,-104.11151,10.44
bhhlyp,def2-sv_p,Mg,18,-47.6772,-48.1327,2.67
bhhlyp,def2-sv_p,Na,15,-39.2377,-39.6027,1.89
bhhlyp,def2-sv_p,P,18,-78.1853,-79.1125,6.50
bhhlyp,def2-sv_p,S,18,-90.0774,-91.1921,8.29
bhhlyp,def2-sv_p,Si,18,-67.1652,-67.9264,4.97
bhhlyp,def2-svpd,Al,24,-56.9776,-57.5780,3.61
bhhlyp,def2-svpd,Ar,27,-116.41963,-117.92785,12.98
bhhlyp,def2-svpd,Cl,27,-102.82402,-104.11151,10.44
bhhlyp,def2-svpd,Mg,21,-47.6765,-48.1327,2.67
bhhlyp,def2-svpd,Na,18,-39.2429,-39.6027,1.89
bhhlyp,def2-svpd,P,24,-78.1879,-79.1125,6.50
bhhlyp,def2-svpd,S,27,-90.1039,-91.1921,8.29
bhhlyp,def2-svpd,Si,24,-67.1671,-67.9264,4.97
bhhlyp,def2-tzvp,Al,37,-56.9860,-57.5780,3.61
bhhlyp,def2-tzvp,Ar,37,-116.43324,-117.92785,12.98
bhhlyp,def2-tzvp,Cl,37,-102.83665,-104.11151,10.44
bhhlyp,def2-tzvp,Mg,32,-47.6709,-48.1327,2.67
bhhlyp,def2-tzvp,Na,32,-39.2559,-39.6027,1.89
bhhlyp,def2-tzvp,P,37,-78.2163,-79.1125,6.50
bhhlyp,def2-tzvp,S,37,-90.1139,-91.1921,8.29
bhhlyp,def2-tzvp,Si,37,-67.1906,-67.9264,4.97
bhhlyp,def2-tzvpd,Al,43,-56.9862,-57.5780,3.61
bhhlyp,def2-tzvpd,Ar,46,-116.43686,-117.92785,12.98
bhhlyp,def2-tzvpd,Cl,46,-102.83964,-104.11151,10.44
bhhlyp,def2-tzvpd,Mg,35,-47.6709,-48.1327,2.67
bhhlyp,def2-tzvpd,Na,35,-39.2558,-39.6027,1.89
bhhlyp,def2-tzvpd,P,43,-78.2166,-79.1125,6.50
bhhlyp,def2-tzvpd,S,46,-90.1171,-91.1921,8.29
bhhlyp,def2-tzvpd,Si,43,-67.1909,-67.9264,4.97
cam-b3lyp,631G,Al,13,-56.1287,-57.5780,3.61
cam-b3lyp,631G,Ar,13,-115.15773,-117.92785,12.98
cam-b3lyp,631G,Cl,13,-101.64371,-104.11151,10.44
cam-b3lyp,631G,Mg,13,-46.8807,-48.1327,2.67
cam-b3lyp,631G,Na,13,-38.5714,-39.6027,1.89
cam-b3lyp,631G,P,13,-77.1897,-79.1125,6.50
cam-b3lyp,631G,S,13,-89.0033,-91.1921,8.29
cam-b3lyp,631G,Si,13,-66.2422,-67.9264,4.97
cam-b3lyp,aug-cc-pvdz,Al,27,-56.1458,-57.5780,3.61
cam-b3lyp,aug-cc-pvdz,Ar,27,-115.17886,-117.92785,12.98
cam-b3lyp,aug-cc-pvdz,Cl,27,-101.66615,-104.11151,10.44
cam-b3lyp,aug-cc-pvdz,Mg,27,-46.8924,-48.1327,2.67
cam-b3lyp,aug-cc-pvdz,Na,27,-38.5522,-39.6027,1.89
cam-b3lyp,aug-cc-pvdz,P,27,-77.2159,-79.1125,6.50
cam-b3lyp,aug-cc-pvdz,S,27,-89.0285,-91.1921,8.29
cam-b3lyp,aug-cc-pvdz,Si,27,-66.2689,-67.9264,4.97
cam-b3lyp,aug-cc-pvtz,Al,50,-56.1459,-57.5780,3.61
cam-b3lyp,aug-cc-pvtz,Ar,50,-115.19196,-117.92785,12.98
cam-b3lyp,aug-cc-pvtz,Cl,50,-101.67801,-104.11151,10.44
cam-b3lyp,aug-cc-pvtz,Mg,50,-46.9080,-48.1327,2.67
cam-b3lyp,aug-cc-pvtz,Na,50,-38.5726,-39.6027,1.89
cam-b3lyp,aug-cc-pvtz,P,50,-77.2191,-79.1125,6.50
cam-b3lyp,aug-cc-pvtz,S,50,-89.0353,-91.1921,8.29
cam-b3lyp,aug-cc-pvtz,Si,50,-66.2684,-67.9264,4.97
cam-b3lyp,def2-sv_p,Al,18,-56.1129,-57.5780,3.61
cam-b3lyp,def2-sv_p,Ar,18,-115.10698,-117.92785,12.98
cam-b3lyp,def2-sv_p,Cl,18,-101.60277,-104.11151,10.44
cam-b3lyp,def2-sv_p,Mg,18,-46.8970,-48.1327,2.67
cam-b3lyp,def2-sv_p,Na,15,-38.5311,-39.6027,1.89
cam-b3lyp,def2-sv_p,P,18,-77.1577,-79.1125,6.50
cam-b3lyp,def2-sv_p,S,18,-88.9659,-91.1921,8.29
cam-b3lyp,def2-sv_p,Si,18,-66.2191,-67.9264,4.97
cam-b3lyp,def2-svpd,Al,24,-56.1154,-57.5780,3.61
cam-b3lyp,def2-svpd,Ar,27,-115.14628,-117.92785,12.98
cam-b3lyp,def2-svpd,Cl,27,-101.63403,-104.11151,10.44
cam-b3lyp,def2-svpd,Mg,21,-46.8966,-48.1327,2.67
cam-b3lyp,def2-svpd,Na,18,-38.5378,-39.6027,1.89
cam-b3lyp,def2-svpd,P,24,-77.1608,-79.1125,6.50
cam-b3lyp,def2-svpd,S,27,-88.9947,-91.1921,8.29
cam-b3lyp,def2-svpd,Si,24,-66.2215,-67.9264,4.97
cam-b3lyp,def2-tzvp,Al,37,-56.1145,-57.5780,3.61
cam-b3lyp,def2-tzvp,Ar,37,-115.14980,-117.92785,12.98
cam-b3lyp,def2-tzvp,Cl,37,-101.63790,-104.11151,10.44
cam-b3lyp,def2-tzvp,Mg,32,-46.8936,-48.1327,2.67
cam-b3lyp,def2-tzvp,Na,32,-38.5635,-39.6027,1.89
cam-b3lyp,def2-tzvp,P,37,-77.1832,-79.1125,6.50
cam-b3lyp,def2-tzvp,S,37,-88.9966,-91.1921,8.29
cam-b3lyp,def2-tzvp,Si,37,-66.2391,-67.9264,4.97
cam-b3lyp,def2-tzvpd,Al,43,-56.1148,-57.5780,3.61
cam-b3lyp,def2-tzvpd,Ar,46,-115.15467,-117.92785,12.98
cam-b3lyp,def2-tzvpd,Cl,46,-101.64184,-104.11151,10.44
cam-b3lyp,def2-tzvpd,Mg,35,-46.8935,-48.1327,2.67
cam-b3lyp,def2-tzvpd,Na,35,-38.5634,-39.6027,1.89
cam-b3lyp,def2-tzvpd,P,43,-77.1837,-79.1125,6.50
cam-b3lyp,def2-tzvpd,S,46,-89.0006,-91.1921,8.29
cam-b3lyp,def2-tzvpd,Si,43,-66.2395,-67.9264,4.97
pbe,631G,Al,13,-55.4084,-57.5780,3.61
pbe,631G,Ar,13,-114.15991,-117.92785,12.98
pbe,631G,Cl,13,-100.70226,-104.11151,10.44
pbe,631G,Mg,13,-46.2141,-48.1327,2.67
pbe,631G,Na,13,-37.9571,-39.6027,1.89
pbe,aug-cc-pvdz,Al,27,-55.4258,-57.5780,3.61
pbe,aug-cc-pvdz,Ar,27,-114.18262,-117.92785,12.98
pbe,aug-cc-pvdz,Cl,27,-100.72667,-104.11151,10.44
pbe,aug-cc-pvdz,Mg,27,-46.2254,-48.1327,2.67
pbe,aug-cc-pvdz,Na,27,-37.9379,-39.6027,1.89
pbe,aug-cc-pvdz,P,27,-76.3706,-79.1125,6.50
pbe,aug-cc-pvtz,Al,50,-55.4293,-57.5780,3.61
pbe,aug-cc-pvtz,Ar,50,-114.20526,-117.92785,12.98
pbe,aug-cc-pvtz,Cl,50,-100.74717,-104.11151,10.44
pbe,aug-cc-pvtz,Mg,50,-46.2458,-48.1327,2.67
pbe,aug-cc-pvtz,Na,50,-37.9623,-39.6027,1.89
pbe,aug-cc-pvtz,P,50,-76.3832,-79.1125,6.50
pbe,def2-sv_p,Al,18,-55.3948,-57.5780,3.61
pbe,def2-sv_p,Ar,18,-114.11497,-117.92785,12.98
pbe,def2-sv_p,Cl,18,-100.66620,-104.11151,10.44
pbe,def2-sv_p,Mg,18,-46.2310,-48.1327,2.67
pbe,def2-sv_p,Na,15,-37.9173,-39.6027,1.89
pbe,def2-sv_p,P,18,-76.3195,-79.1125,6.50
pbe,def2-svpd,Al,24,-55.3976,-57.5780,3.61
pbe,def2-svpd,Ar,27,-114.15370,-117.92785,12.98
pbe,def2-svpd,Cl,27,-100.69730,-104.11151,10.44
pbe,def2-svpd,Mg,21,-46.2306,-48.1327,2.67
pbe,def2-svpd,Na,18,-37.9246,-39.6027,1.89
pbe,def2-svpd,P,24,-76.3235,-79.1125,6.50
pbe,def2-tzvp,Al,37,-55.3978,-57.5780,3.61
pbe,def2-tzvp,Ar,37,-114.15770,-117.92785,12.98
pbe,def2-tzvp,Cl,37,-100.70204,-104.11151,10.44
pbe,def2-tzvp,Mg,32,-46.2293,-48.1327,2.67
pbe,def2-tzvp,Na,32,-37.9541,-39.6027,1.89
pbe,def2-tzvp,P,37,-76.3448,-79.1125,6.50
pbe,def2-tzvpd,Al,43,-55.3980,-57.5780,3.61
pbe,def2-tzvpd,Ar,46,-114.16308,-117.92785,12.98
pbe,def2-tzvpd,Cl,46,-100.70651,-104.11151,10.44
pbe,def2-tzvpd,Mg,35,-46.2292,-48.1327,2.67
pbe,def2-tzvpd,Na,35,-37.9541,-39.6027,1.89
pbe,def2-tzvpd,P,43,-76.3453,-79.1125,6.50
pbe0,631G,Al,13,-56.1795,-57.5780,3.61
pbe0,631G,Ar,13,-115.26825,-117.92785,12.98
pbe0,631G,Cl,13,-101.74215,-104.11151,10.44
pbe0,631G,Mg,13,-46.9176,-48.1327,2.67
pbe0,631G,Na,13,-38.5939,-39.6027,1.89
pbe0,631G,P,13,-77.2655,-79.1125,6.50
pbe0,631G,S,13,-89.0906,-91.1921,8.29
pbe0,631G,Si,13,-66.3063,-67.9264,4.97
pbe0,aug-cc-pvdz,Al,27,-56.1957,-57.5780,3.61
pbe0,aug-cc-pvdz,Ar,27,-115.28861,-117.92785,12.98
pbe0,aug-cc-pvdz,Cl,27,-101.76452,-104.11151,10.44
pbe0,aug-cc-pvdz,Mg,27,-46.9290,-48.1327,2.67
pbe0,aug-cc-pvdz,Na,27,-38.5761,-39.6027,1.89
pbe0,aug-cc-pvdz,P,27,-77.2911,-79.1125,6.50
pbe0,aug-cc-pvdz,S,27,-89.1160,-91.1921,8.29
pbe0,aug-cc-pvdz,Si,27,-66.3321,-67.9264,4.97
pbe0,aug-cc-pvtz,Al,50,-56.1976,-57.5780,3.61
pbe0,aug-cc-pvtz,Ar,50,-115.30678,-117.92785,12.98
pbe0,aug-cc-pvtz,Cl,50,-101.78038,-104.11151,10.44
pbe0,aug-cc-pvtz,Mg,50,-46.9432,-48.1327,2.67
pbe0,aug-cc-pvtz,Na,50,-38.5923,-39.6027,1.89
pbe0,aug-cc-pvtz,P,50,-77.2965,-79.1125,6.50
pbe0,aug-cc-pvtz,S,50,-89.1254,-91.1921,8.29
pbe0,aug-cc-pvtz,Si,50,-66.3333,-67.9264,4.97
pbe0,def2-sv_p,Al,18,-56.1648,-57.5780,3.61
pbe0,def2-sv_p,Ar,18,-115.22628,-117.92785,12.98
pbe0,def2-sv_p,Cl,18,-101.70835,-104.11151,10.44
pbe0,def2-sv_p,Mg,18,-46.9333,-48.1327,2.67
pbe0,def2-sv_p,Na,15,-38.5602,-39.6027,1.89
pbe0,def2-sv_p,P,18,-77.2367,-79.1125,6.50
pbe0,def2-sv_p,S,18,-89.0587,-91.1921,8.29
pbe0,def2-sv_p,Si,18,-66.2850,-67.9264,4.97
pbe0,def2-svpd,Al,24,-56.1675,-57.5780,3.61
pbe0,def2-svpd,Ar,27,-115.26041,-117.92785,12.98
pbe0,def2-svpd,Cl,27,-101.73560,-104.11151,10.44
pbe0,def2-svpd,Mg,21,-46.9327,-48.1327,2.67
pbe0,def2-svpd,Na,18,-38.5661,-39.6027,1.89
pbe0,def2-svpd,P,24,-77.2399,-79.1125,6.50
pbe0,def2-svpd,S,27,-89.0842,-91.1921,8.29
pbe0,def2-svpd,Si,24,-66.2876,-67.9264,4.97
pbe0,def2-tzvp,Al,37,-56.1744,-57.5780,3.61
pbe0,def2-tzvp,Ar,37,-115.27108,-117.92785,12.98
pbe0,def2-tzvp,Cl,37,-101.74620,-104.11151,10.44
pbe0,def2-tzvp,Mg,32,-46.9295,-48.1327,2.67
pbe0,def2-tzvp,Na,32,-38.5852,-39.6027,1.89
pbe0,def2-tzvp,P,37,-77.2659,-79.1125,6.50
pbe0,def2-tzvp,S,37,-89.0923,-91.1921,8.29
pbe0,def2-tzvp,Si,37,-66.3092,-67.9264,4.97
pbe0,def2-tzvpd,Al,43,-56.1746,-57.5780,3.61
pbe0,def2-tzvpd,Ar,46,-115.27499,-117.92785,12.98
pbe0,def2-tzvpd,Cl,46,-101.74941,-104.11151,10.44
pbe0,def2-tzvpd,Mg,35,-46.9294,-48.1327,2.67
pbe0,def2-tzvpd,Na,35,-38.5852,-39.6027,1.89
pbe0,def2-tzvpd,P,43,-77.2663,-79.1125,6.50
pbe0,def2-tzvpd,S,46,-89.0957,-91.1921,8.29
pbe0,def2-tzvpd,Si,43,-66.3095,-67.9264,4.97
wB97,631G,Al,13,-55.6672,-57.5780,3.61
wB97,631G,Ar,13,-114.41855,-117.92785,12.98
wB97,631G,Cl,13,-100.96434,-104.11151,10.44
wB97,631G,Mg,13,-46.4757,-48.1327,2.67
wB97,631G,Na,13,-38.2118,-39.6027,1.89
wB97,631G,P,13,-76.6208,-79.1125,6.50
wB97,631G,S,13,-88.3797,-91.1921,8.29
wB97,631G,Si,13,-65.7256,-67.9264,4.97
wB97,aug-cc-pvdz,Al,27,-55.6846,-57.5780,3.61
wB97,aug-cc-pvdz,Ar,27,-114.44000,-117.92785,12.98
wB97,aug-cc-pvdz,Cl,27,-100.98842,-104.11151,10.44
wB97,aug-cc-pvdz,Mg,27,-46.4868,-48.1327,2.67
wB97,aug-cc-pvdz,Na,27,-38.1943,-39.6027,1.89
wB97,aug-cc-pvdz,P,27,-76.6469,-79.1125,6.50
wB97,aug-cc-pvdz,S,27,-88.4064,-91.1921,8.29
wB97,aug-cc-pvdz,Si,27,-65.7515,-67.9264,4.97
wB97,aug-cc-pvtz,Al,50,-55.6823,-57.5780,3.61
wB97,aug-cc-pvtz,Ar,50,-114.45453,-117.92785,12.98
wB97,aug-cc-pvtz,Cl,50,-101.00044,-104.11151,10.44
wB97,aug-cc-pvtz,Mg,50,-46.5039,-48.1327,2.67
wB97,aug-cc-pvtz,Na,50,-38.2169,-39.6027,1.89
wB97,aug-cc-pvtz,P,50,-76.6494,-79.1125,6.50
wB97,aug-cc-pvtz,S,50,-88.4112,-91.1921,8.29
wB97,aug-cc-pvtz,Si,50,-65.7490,-67.9264,4.97
wB97,def2-sv_p,Al,18,-55.6522,-57.5780,3.61
wB97,def2-sv_p,Ar,18,-114.37476,-117.92785,12.98
wB97,def2-sv_p,Cl,18,-100.93021,-104.11151,10.44
wB97,def2-sv_p,Mg,18,-46.4894,-48.1327,2.67
wB97,def2-sv_p,Na,15,-38.1798,-39.6027,1.89
wB97,def2-sv_p,P,18,-76.5927,-79.1125,6.50
wB97,def2-sv_p,S,18,-88.3472,-91.1921,8.29
wB97,def2-sv_p,Si,18,-65.7042,-67.9264,4.97
wB97,def2-svpd,Al,24,-55.6555,-57.5780,3.61
wB97,def2-svpd,Ar,27,-114.40826,-117.92785,12.98
wB97,def2-svpd,Cl,27,-100.95637,-104.11151,10.44
wB97,def2-svpd,Mg,21,-46.4889,-48.1327,2.67
wB97,def2-svpd,Na,18,-38.1856,-39.6027,1.89
wB97,def2-svpd,P,24,-76.5962,-79.1125,6.50
wB97,def2-svpd,S,27,-88.3711,-91.1921,8.29
wB97,def2-svpd,Si,24,-65.7070,-67.9264,4.97
wB97,def2-tzvp,Al,37,-55.6549,-57.5780,3.61
wB97,def2-tzvp,Ar,37,-114.41182,-117.92785,12.98
wB97,def2-tzvp,Cl,37,-100.95998,-104.11151,10.44
wB97,def2-tzvp,Mg,32,-46.4845,-48.1327,2.67
wB97,def2-tzvp,Na,32,-38.2092,-39.6027,1.89
wB97,def2-tzvp,P,37,-76.6139,-79.1125,6.50
wB97,def2-tzvp,S,37,-88.3724,-91.1921,8.29
wB97,def2-tzvp,Si,37,-65.7206,-67.9264,4.97
wB97,def2-tzvpd,Al,43,-55.6551,-57.5780,3.61
wB97,def2-tzvpd,Ar,46,-114.41556,-117.92785,12.98
wB97,def2-tzvpd,Cl,46,-100.96283,-104.11151,10.44
wB97,def2-tzvpd,Mg,35,-46.4844,-48.1327,2.67
wB97,def2-tzvpd,Na,35,-38.2092,-39.6027,1.89
wB97,def2-tzvpd,P,43,-76.6144,-79.1125,6.50
wB97,def2-tzvpd,S,46,-88.3751,-91.1921,8.29
wB97,def2-tzvpd,Si,43,-65.7211,-67.9264,4.97
blyp,631G,Al,13,-55.4629,-57.5780,3.61
blyp,631G,Ar,13,-114.23421,-117.92785,12.98
blyp,631G,Cl,13,-100.77241,-104.11151,10.44
blyp,631G,Mg,13,-46.2654,-48.1327,2.67
blyp,631G,Na,13,-38.0061,-39.6027,1.89
blyp,631G,P,13,-76.4216,-79.1125,6.50
blyp,631G,S,13,-88.1832,-91.1921,8.29
blyp,631G,Si,13,-65.5251,-67.9264,4.97
blyp,aug-cc-pvdz,Al,27,-55.4815,-57.5780,3.61
blyp,aug-cc-pvdz,Ar,27,-114.25785,-117.92785,12.98
blyp,aug-cc-pvdz,Cl,27,-100.79726,-104.11151,10.44
blyp,aug-cc-pvdz,Mg,27,-46.2771,-48.1327,2.67
blyp,aug-cc-pvdz,Na,27,-37.9864,-39.6027,1.89
blyp,aug-cc-pvdz,P,27,-76.4501,-79.1125,6.50
blyp,aug-cc-pvdz,S,27,-88.2108,-91.1921,8.29
blyp,aug-cc-pvdz,Si,27,-65.5544,-67.9264,4.97
blyp,aug-cc-pvtz,Al,50,-55.4816,-57.5780,3.61
blyp,aug-cc-pvtz,Ar,50,-114.27443,-117.92785,12.98
blyp,aug-cc-pvtz,Cl,50,-100.81248,-104.11151,10.44
blyp,aug-cc-pvtz,Mg,50,-46.2967,-48.1327,2.67
blyp,aug-cc-pvtz,Na,50,-38.0111,-39.6027,1.89
blyp,aug-cc-pvtz,P,50,-76.4560,-79.1125,6.50
blyp,aug-cc-pvtz,S,50,-88.2207,-91.1921,8.29
blyp,aug-cc-pvtz,Si,50,-65.5550,-67.9264,4.97
blyp,def2-sv_p,Al,18,-55.4475,-57.5780,3.61
blyp,def2-sv_p,Ar,18,-114.18158,-117.92785,12.98
blyp,def2-sv_p,Cl,18,-100.72985,-104.11151,10.44
blyp,def2-sv_p,Mg,18,-46.2824,-48.1327,2.67
blyp,def2-sv_p,Na,15,-37.9625,-39.6027,1.89
blyp,def2-sv_p,P,18,-76.3883,-79.1125,6.50
blyp,def2-sv_p,S,18,-88.1442,-91.1921,8.29
blyp,def2-sv_p,Si,18,-65.5012,-67.9264,4.97
blyp,def2-svpd,Al,24,-55.4499,-57.5780,3.61
blyp,def2-svpd,Ar,27,-114.22502,-117.92785,12.98
blyp,def2-svpd,Cl,27,-100.76485,-104.11151,10.44
blyp,def2-svpd,Mg,21,-46.2822,-48.1327,2.67
blyp,def2-svpd,Na,18,-37.9702,-39.6027,1.89
blyp,def2-svpd,P,24,-76.3919,-79.1125,6.50
blyp,def2-svpd,S,27,-88.1768,-91.1921,8.29
blyp,def2-svpd,Si,24,-65.5041,-67.9264,4.97
blyp,def2-tzvp,Al,37,-55.4431,-57.5780,3.61
blyp,def2-tzvp,Ar,37,-114.22250,-117.92785,12.98
blyp,def2-tzvp,Cl,37,-100.76326,-104.11151,10.44
blyp,def2-tzvp,Mg,32,-46.2791,-48.1327,2.67
blyp,def2-tzvp,Na,32,-38.0002,-39.6027,1.89
blyp,def2-tzvp,P,37,-76.4119,-79.1125,6.50
blyp,def2-tzvp,S,37,-88.1731,-91.1921,8.29
blyp,def2-tzvp,Si,37,-65.5190,-67.9264,4.97
blyp,def2-tzvpd,Al,43,-55.4434,-57.5780,3.61
blyp,def2-tzvpd,Ar,46,-114.22871,-117.92785,12.98
blyp,def2-tzvpd,Cl,46,-100.76843,-104.11151,10.44
blyp,def2-tzvpd,Mg,35,-46.2790,-48.1327,2.67
blyp,def2-tzvpd,Na,35,-38.0002,-39.6027,1.89
blyp,def2-tzvpd,P,43,-76.4001,-79.1125,6.50
blyp,def2-tzvpd,S,46,-88.1786,-91.1921,8.29
blyp,def2-tzvpd,Si,43,-65.5194,-67.9264,4.97
